height,weight,label
199,103,fat
122,95,fat
160,112,fat
124,41,fat
130,84,fat
165,67,normal
179,95,fat
139,98,fat
156,38,thin
184,47,thin
190,68,normal
144,52,fat
184,50,thin
149,39,thin
194,96,fat
199,100,fat
149,81,fat
121,73,fat
135,60,fat
176,107,fat
143,84,fat
130,82,fat
173,92,fat
190,110,fat
189,39,thin
149,85,fat
169,41,thin
144,52,fat
137,56,fat
143,53,fat
192,36,thin
179,119,fat
165,118,fat
175,74,normal
145,85,fat
183,39,thin
143,73,fat
160,89,fat
179,93,fat
163,101,fat
199,79,normal
182,68,normal
154,36,thin
192,112,fat
124,95,fat
151,107,fat
146,36,thin
188,104,fat
199,86,normal
144,93,fat
148,68,fat
136,100,fat
144,43,normal
168,43,thin
198,46,thin
127,77,fat
188,95,fat
196,96,normal
155,88,fat
136,114,fat
153,46,normal
153,90,fat
120,90,fat
189,78,normal
135,76,fat
188,65,thin
198,88,normal
129,90,fat
126,115,fat
175,45,thin
140,66,fat
165,73,fat
171,98,fat
189,74,normal
152,77,fat
120,39,fat
154,52,normal
121,41,fat
170,58,normal
139,80,fat
133,48,fat
132,113,fat
133,72,fat
124,77,fat
156,84,fat
147,52,normal
192,70,normal
191,103,fat
127,36,normal
150,35,thin
130,78,fat
164,91,fat
175,52,thin
169,78,fat
167,76,fat
186,98,fat
183,111,fat
155,106,fat
142,65,fat
160,73,fat
163,55,normal
154,53,normal
168,91,fat
169,58,normal
190,101,fat
150,71,fat
124,106,fat
188,103,fat
155,77,fat
152,77,fat
186,43,thin
194,102,fat
140,108,fat
196,116,fat
171,69,normal
167,74,fat
170,102,fat
133,38,normal
140,101,fat
128,69,fat
122,75,fat
198,112,fat
177,82,fat
162,40,thin
125,77,fat
191,106,fat
171,40,thin
176,101,fat
142,88,fat
189,73,normal
156,86,fat
132,117,fat
128,82,fat
159,53,normal
141,115,fat
192,97,fat
189,51,thin
153,46,normal
176,52,thin
198,117,fat
169,117,fat
145,58,fat
183,69,normal
156,81,fat
135,114,fat
153,77,fat
163,103,fat
165,58,normal
129,58,fat
124,91,fat
122,41,fat
156,71,fat
147,82,fat
169,60,normal
130,119,fat
140,106,fat
160,39,thin
188,91,fat
179,117,fat
133,38,normal
173,39,thin
135,105,fat
162,118,fat
132,71,fat
145,78,fat
121,106,fat
160,86,fat
174,36,thin
122,91,fat
160,61,normal
156,96,fat
126,76,fat
183,115,fat
173,64,normal
183,118,fat
145,41,normal
162,72,fat
170,119,fat
188,116,fat
155,64,fat
186,79,normal
192,58,thin
175,78,fat
140,50,fat
122,97,fat
173,67,normal
137,96,fat
121,65,fat
184,67,normal
153,61,fat
132,73,fat
167,52,normal
180,42,thin
167,38,thin
135,56,fat
145,45,normal
134,105,fat
196,105,fat
144,57,fat
178,45,thin
126,119,fat
186,101,fat
155,39,thin
187,113,fat
135,58,fat
152,86,fat
162,107,fat
170,67,normal
180,113,fat
147,62,fat
159,51,normal
174,47,thin
136,59,fat
161,42,thin
171,75,fat
193,88,normal
120,90,fat
178,76,normal
136,36,normal
120,53,fat
186,116,fat
176,69,normal
178,93,fat
193,59,thin
188,70,normal
165,60,normal
189,84,normal
149,84,fat
144,73,fat
158,47,normal
120,118,fat
147,49,normal
128,91,fat
196,72,normal
186,98,fat
129,63,fat
158,41,thin
187,67,normal
134,114,fat
187,49,thin
168,112,fat
168,42,thin
171,115,fat
169,64,normal
148,67,fat
176,99,fat
130,106,fat
157,116,fat
194,48,thin
193,35,thin
172,85,fat
192,57,thin
183,101,fat
148,65,fat
138,45,normal
163,86,fat
148,37,thin
155,43,thin
164,56,normal
195,114,fat
135,44,normal
193,35,thin
177,62,normal
120,67,fat
195,111,fat
181,50,thin
144,61,fat
150,111,fat
147,75,fat
160,105,fat
189,95,fat
176,70,normal
155,60,normal
130,77,fat
147,75,fat
195,100,fat
197,47,thin
136,79,fat
165,96,fat
132,64,fat
161,86,fat
153,42,thin
151,107,fat
140,99,fat
144,70,fat
195,77,normal
167,82,fat
199,79,normal
124,87,fat
161,88,fat
194,38,thin
143,64,fat
178,65,normal
183,98,fat
125,81,fat
156,45,thin
147,75,fat
134,77,fat
180,35,thin
186,41,thin
179,117,fat
161,105,fat
190,58,thin
179,47,thin
141,118,fat
122,46,fat
133,93,fat
189,67,normal
156,44,thin
128,53,fat
159,92,fat
179,39,thin
164,53,normal
163,35,thin
135,48,fat
165,65,normal
139,93,fat
127,68,fat
194,110,fat
171,44,thin
140,81,fat
181,67,normal
178,108,fat
182,54,thin
163,98,fat
171,99,fat
182,69,normal
170,70,normal
156,82,fat
136,110,fat
153,77,fat
146,52,normal
145,114,fat
140,109,fat
199,73,thin
131,53,fat
184,118,fat
172,108,fat
181,56,thin
173,76,fat
193,105,fat
132,70,fat
193,88,normal
157,46,normal
167,67,normal
184,67,normal
181,54,thin
147,72,fat
181,84,fat
187,100,fat
123,42,fat
162,95,fat
189,43,thin
171,107,fat
151,89,fat
128,82,fat
122,108,fat
185,93,fat
150,94,fat
145,76,fat
195,66,thin
121,88,fat
196,115,fat
142,70,fat
190,46,thin
192,105,fat
179,89,fat
171,91,fat
133,94,fat
169,103,fat
142,59,fat
168,86,fat
121,55,fat
170,70,normal
123,36,normal
136,39,normal
140,119,fat
181,79,normal
192,67,thin
135,64,fat
197,39,thin
192,57,thin
140,53,fat
199,98,normal
149,51,normal
131,95,fat
176,35,thin
197,117,fat
168,84,fat
163,52,normal
134,103,fat
147,96,fat
182,117,fat
130,115,fat
141,84,fat
162,99,fat
136,116,fat
162,84,fat
199,86,normal
121,62,fat
159,97,fat
193,115,fat
174,84,fat
162,83,fat
190,43,thin
120,118,fat
144,116,fat
169,89,fat
161,45,thin
140,78,fat
196,117,fat
184,115,fat
165,81,fat
181,51,thin
183,112,fat
133,52,fat
125,74,fat
185,89,fat
161,115,fat
173,117,fat
195,91,normal
155,95,fat
156,38,thin
188,53,thin
124,114,fat
191,42,thin
190,87,normal
131,53,fat
148,56,fat
126,83,fat
160,87,fat
197,87,normal
137,59,fat
181,81,normal
124,108,fat
162,105,fat
186,41,thin
187,35,thin
133,71,fat
179,85,fat
174,93,fat
176,51,thin
125,55,fat
137,88,fat
167,49,thin
137,42,normal
158,72,fat
141,118,fat
185,60,thin
149,58,fat
141,59,fat
152,51,normal
198,98,normal
130,90,fat
157,119,fat
122,89,fat
132,87,fat
127,105,fat
176,95,fat
171,93,fat
197,36,thin
146,64,fat
159,50,normal
142,82,fat
124,86,fat
149,111,fat
146,98,fat
121,86,fat
199,95,normal
142,97,fat
180,83,fat
135,50,fat
182,47,thin
166,49,thin
162,73,fat
120,39,fat
132,57,fat
146,64,fat
177,102,fat
135,53,fat
165,67,normal
181,63,normal
171,42,thin
163,53,normal
155,95,fat
194,115,fat
121,67,fat
160,59,normal
140,86,fat
155,107,fat
136,55,fat
147,43,normal
125,89,fat
143,43,normal
160,118,fat
155,69,fat
144,71,fat
164,117,fat
143,114,fat
148,59,fat
137,57,fat
152,90,fat
163,52,normal
190,59,thin
148,84,fat
156,73,fat
199,84,normal
130,90,fat
133,91,fat
173,77,fat
171,68,normal
123,51,fat
128,51,fat
167,38,thin
152,102,fat
144,100,fat
128,103,fat
197,37,thin
141,90,fat
128,87,fat
150,75,fat
191,73,normal
141,67,fat
156,82,fat
197,76,normal
196,101,fat
157,54,normal
167,107,fat
164,62,normal
160,59,normal
194,89,normal
199,71,thin
152,119,fat
196,80,normal
169,69,normal
163,39,thin
164,48,thin
148,98,fat
199,46,thin
170,86,fat
136,99,fat
195,111,fat
157,56,normal
180,67,normal
153,84,fat
199,80,normal
167,95,fat
197,58,thin
177,97,fat
183,66,normal
159,117,fat
144,51,normal
169,62,normal
170,84,fat
136,86,fat
142,95,fat
146,45,normal
182,83,fat
164,61,normal
170,45,thin
136,111,fat
154,36,thin
139,42,normal
148,108,fat
192,76,normal
151,48,normal
160,55,normal
186,82,normal
155,108,fat
175,61,normal
177,102,fat
146,50,normal
139,91,fat
187,107,fat
185,107,fat
146,85,fat
191,110,fat
122,97,fat
124,64,fat
126,95,fat
174,78,fat
138,109,fat
174,53,thin
157,80,fat
147,99,fat
163,60,normal
199,47,thin
149,56,fat
131,79,fat
128,73,fat
174,114,fat
120,47,fat
165,43,thin
170,80,fat
160,68,fat
183,41,thin
156,52,normal
183,99,fat
189,82,normal
151,35,thin
128,41,fat
176,79,fat
159,44,thin
131,95,fat
127,98,fat
193,110,fat
143,77,fat
123,85,fat
155,83,fat
146,39,thin
171,95,fat
173,104,fat
192,100,fat
184,71,normal
188,85,normal
172,45,thin
128,75,fat
174,90,fat
182,42,thin
143,53,fat
152,109,fat
131,103,fat
131,76,fat
120,38,fat
191,119,fat
158,50,normal
153,82,fat
199,62,thin
160,117,fat
121,86,fat
131,99,fat
178,110,fat
162,59,normal
149,107,fat
170,106,fat
159,52,normal
164,84,fat
164,50,normal
141,84,fat
123,81,fat
122,67,fat
149,102,fat
190,80,normal
121,105,fat
172,95,fat
178,105,fat
192,89,normal
155,104,fat
156,49,normal
166,51,normal
179,87,fat
171,74,fat
196,66,thin
140,94,fat
149,71,fat
156,37,thin
170,55,normal
199,116,fat
141,117,fat
123,109,fat
162,69,fat
186,100,fat
187,52,thin
164,91,fat
163,59,normal
189,99,fat
130,101,fat
184,35,thin
168,77,fat
155,42,thin
190,46,thin
159,90,fat
165,117,fat
133,78,fat
166,74,fat
194,96,fat
196,36,thin
162,61,normal
158,110,fat
183,88,fat
129,56,fat
188,49,thin
177,85,fat
141,66,fat
130,71,fat
139,102,fat
134,108,fat
139,59,fat
161,50,normal
152,112,fat
162,112,fat
184,107,fat
140,66,fat
195,70,thin
139,45,normal
157,68,fat
120,45,fat
143,35,thin
188,70,normal
149,114,fat
193,35,thin
198,44,thin
157,66,fat
142,55,fat
149,101,fat
171,87,fat
187,99,fat
196,68,thin
137,74,fat
199,39,thin
167,41,thin
195,82,normal
129,65,fat
128,113,fat
122,44,fat
133,78,fat
148,96,fat
194,37,thin
156,41,thin
182,117,fat
195,86,normal
187,96,fat
199,51,thin
148,98,fat
170,36,thin
181,108,fat
174,81,fat
148,115,fat
120,102,fat
131,47,fat
194,61,thin
157,93,fat
184,59,thin
187,89,fat
187,36,thin
139,97,fat
145,64,fat
140,59,fat
177,51,thin
159,85,fat
187,95,fat
192,67,thin
141,104,fat
160,89,fat
165,42,thin
168,68,normal
175,57,normal
162,93,fat
149,76,fat
145,48,normal
152,56,normal
161,81,fat
128,40,normal
179,74,normal
177,88,fat
158,60,normal
145,83,fat
141,115,fat
128,92,fat
132,61,fat
155,68,fat
121,65,fat
126,111,fat
127,84,fat
122,75,fat
133,45,fat
156,108,fat
134,110,fat
173,78,fat
181,69,normal
182,95,fat
171,51,thin
180,87,fat
126,113,fat
162,93,fat
166,96,fat
140,58,fat
170,107,fat
165,96,fat
181,36,thin
144,72,fat
154,37,thin
191,91,normal
162,95,fat
197,64,thin
144,50,normal
187,56,thin
188,67,normal
147,69,fat
121,36,normal
146,117,fat
131,69,fat
165,46,thin
193,45,thin
160,61,normal
179,45,thin
172,118,fat
125,35,normal
135,81,fat
144,45,normal
163,90,fat
131,59,fat
129,97,fat
172,71,normal
195,67,thin
195,49,thin
147,116,fat
154,50,normal
151,81,fat
161,80,fat
168,116,fat
136,99,fat
195,55,thin
133,35,normal
163,116,fat
186,56,thin
189,91,fat
141,85,fat
193,67,thin
182,96,fat
198,55,thin
152,111,fat
159,64,fat
159,110,fat
159,72,fat
196,72,normal
166,108,fat
144,91,fat
194,57,thin
170,59,normal
194,63,thin
135,105,fat
186,60,thin
157,72,fat
177,50,thin
138,75,fat
121,68,fat
135,109,fat
144,81,fat
134,66,fat
156,73,fat
195,100,fat
123,45,fat
153,85,fat
177,96,fat
180,56,thin
197,102,fat
123,87,fat
178,103,fat
154,78,fat
125,98,fat
196,74,normal
134,108,fat
184,102,fat
197,117,fat
185,101,fat
127,43,fat
183,87,fat
170,63,normal
194,35,thin
194,77,normal
193,100,fat
148,96,fat
131,43,fat
188,43,thin
191,77,normal
180,94,fat
189,83,normal
169,69,normal
197,90,normal
166,73,fat
146,85,fat
147,99,fat
168,66,normal
145,84,fat
162,84,fat
142,83,fat
182,63,normal
169,63,normal
180,83,fat
139,73,fat
171,40,thin
172,106,fat
157,52,normal
156,39,thin
126,37,normal
199,103,fat
180,94,fat
161,71,fat
172,98,fat
133,58,fat
154,68,fat
185,56,thin
159,55,normal
152,108,fat
176,115,fat
138,119,fat
123,106,fat
128,44,fat
150,98,fat
180,101,fat
153,111,fat
155,109,fat
185,35,thin
182,103,fat
128,85,fat
197,60,thin
123,70,fat
166,82,fat
174,35,thin
130,81,fat
132,37,normal
138,56,fat
184,78,normal
161,95,fat
199,45,thin
160,117,fat
162,81,fat
131,102,fat
176,56,thin
151,38,thin
165,40,thin
161,71,fat
185,52,thin
137,81,fat
199,103,fat
153,94,fat
156,118,fat
184,102,fat
137,74,fat
191,41,thin
172,107,fat
155,110,fat
181,104,fat
175,57,normal
172,109,fat
160,107,fat
143,71,fat
180,82,fat
128,78,fat
167,102,fat
163,111,fat
177,64,normal
138,60,fat
147,49,normal
174,38,thin
176,88,fat
140,56,fat
130,59,fat
188,112,fat
160,51,normal
145,116,fat
125,60,fat
171,64,normal
172,118,fat
199,97,normal
138,67,fat
171,37,thin
186,108,fat
190,45,thin
195,52,thin
186,104,fat
162,67,fat
123,63,fat
144,60,fat
173,71,normal
140,67,fat
159,100,fat
144,107,fat
170,73,fat
143,55,fat
193,35,thin
196,97,fat
155,70,fat
181,55,thin
184,102,fat
186,54,thin
146,112,fat
129,105,fat
190,102,fat
129,109,fat
182,94,fat
184,103,fat
169,74,fat
126,92,fat
125,90,fat
137,38,normal
140,78,fat
176,67,normal
197,49,thin
196,58,thin
197,84,normal
185,75,normal
159,75,fat
192,111,fat
144,94,fat
172,118,fat
139,46,normal
183,115,fat
159,117,fat
172,50,thin
160,112,fat
137,93,fat
151,119,fat
164,50,normal
180,117,fat
178,106,fat
126,67,fat
120,76,fat
150,37,thin
162,69,fat
148,86,fat
173,56,normal
152,66,fat
165,114,fat
188,87,normal
121,111,fat
131,86,fat
142,39,normal
157,79,fat
156,38,thin
156,56,normal
127,37,normal
128,110,fat
140,51,fat
125,93,fat
164,44,thin
125,93,fat
178,84,fat
194,48,thin
127,70,fat
137,81,fat
182,84,fat
125,77,fat
120,86,fat
151,38,thin
143,80,fat
139,39,normal
191,81,normal
196,93,normal
120,100,fat
153,66,fat
146,118,fat
146,100,fat
173,60,normal
169,39,thin
145,55,fat
199,111,fat
188,98,fat
133,78,fat
154,101,fat
165,87,fat
155,44,thin
133,73,fat
168,118,fat
193,109,fat
173,117,fat
144,71,fat
186,57,thin
178,40,thin
140,60,fat
138,65,fat
165,52,normal
188,81,normal
163,98,fat
133,66,fat
134,53,fat
148,90,fat
137,91,fat
199,69,thin
192,50,thin
179,81,fat
195,74,normal
148,119,fat
121,78,fat
133,92,fat
163,114,fat
170,85,fat
171,86,fat
123,57,fat
144,110,fat
171,51,thin
194,66,thin
176,93,fat
122,39,fat
167,38,thin
174,38,thin
182,60,thin
185,36,thin
154,85,fat
159,100,fat
134,111,fat
150,104,fat
129,55,fat
174,108,fat
177,77,normal
170,91,fat
121,106,fat
197,96,normal
132,92,fat
176,94,fat
190,73,normal
128,95,fat
159,92,fat
181,58,thin
145,96,fat
135,49,fat
139,63,fat
128,47,fat
145,39,normal
183,118,fat
144,50,normal
191,66,thin
187,37,thin
164,72,fat
148,86,fat
136,116,fat
198,117,fat
149,76,fat
137,35,normal
137,103,fat
169,107,fat
139,108,fat
147,77,fat
131,66,fat
185,111,fat
123,80,fat
147,114,fat
161,46,thin
126,41,fat
178,67,normal
130,60,fat
166,73,fat
177,78,normal
138,41,normal
124,110,fat
163,46,thin
171,74,fat
134,49,fat
172,79,fat
162,118,fat
188,60,thin
129,108,fat
131,51,fat
140,115,fat
171,93,fat
152,47,normal
190,108,fat
182,76,normal
190,56,thin
131,45,fat
129,83,fat
199,72,thin
170,90,fat
158,86,fat
131,51,fat
132,47,fat
182,61,thin
144,110,fat
175,39,thin
137,80,fat
165,106,fat
194,85,normal
158,115,fat
124,67,fat
126,53,fat
126,109,fat
123,106,fat
126,35,normal
145,85,fat
140,65,fat
143,50,normal
168,39,thin
150,60,fat
176,103,fat
128,83,fat
146,49,normal
143,78,fat
145,95,fat
121,109,fat
193,50,thin
166,62,normal
162,104,fat
173,92,fat
166,70,fat
122,57,fat
138,76,fat
136,60,fat
186,53,thin
183,65,normal
146,59,fat
138,55,fat
194,56,thin
146,76,fat
161,89,fat
180,77,normal
185,90,fat
170,59,normal
136,102,fat
139,81,fat
120,102,fat
160,96,fat
183,56,thin
131,69,fat
172,95,fat
126,82,fat
161,66,fat
190,81,normal
196,89,normal
176,50,thin
122,36,normal
199,56,thin
182,84,fat
188,95,fat
154,113,fat
196,51,thin
144,118,fat
142,67,fat
173,66,normal
178,119,fat
143,117,fat
124,53,fat
125,82,fat
170,100,fat
142,99,fat
143,55,fat
120,70,fat
150,87,fat
143,51,normal
128,66,fat
173,117,fat
181,67,normal
140,105,fat
140,96,fat
176,79,fat
123,81,fat
186,100,fat
146,86,fat
129,80,fat
193,73,normal
188,107,fat
125,44,fat
192,116,fat
197,91,normal
192,74,normal
161,39,thin
159,101,fat
191,85,normal
145,45,normal
140,45,normal
162,78,fat
190,118,fat
120,70,fat
183,42,thin
141,81,fat
181,41,thin
195,48,thin
120,43,fat
123,55,fat
122,38,fat
173,39,thin
191,62,thin
167,64,normal
126,47,fat
143,77,fat
168,44,thin
129,40,normal
125,42,fat
156,69,fat
182,104,fat
143,43,normal
162,35,thin
162,52,normal
162,39,thin
132,113,fat
157,61,normal
156,42,thin
177,35,thin
156,67,fat
177,45,thin
163,102,fat
174,47,thin
166,65,normal
166,63,normal
198,104,fat
142,98,fat
138,57,fat
147,54,normal
198,94,normal
136,95,fat
182,96,fat
148,49,normal
184,55,thin
168,119,fat
162,72,fat
182,75,normal
132,70,fat
198,70,thin
129,112,fat
191,100,fat
149,89,fat
121,87,fat
168,86,fat
128,89,fat
173,79,fat
194,113,fat
174,50,thin
126,55,fat
187,64,thin
188,99,fat
155,75,fat
177,58,normal
192,44,thin
181,35,thin
135,61,fat
139,56,fat
196,43,thin
175,108,fat
171,69,normal
193,66,thin
131,67,fat
168,35,thin
136,66,fat
163,41,thin
156,119,fat
189,64,thin
128,103,fat
178,48,thin
154,49,normal
122,44,fat
181,46,thin
184,108,fat
191,69,normal
148,115,fat
197,114,fat
155,74,fat
141,103,fat
179,103,fat
199,97,normal
131,90,fat
165,46,thin
156,116,fat
127,119,fat
155,101,fat
140,91,fat
188,41,thin
196,83,normal
155,51,normal
148,98,fat
148,61,fat
162,74,fat
152,39,thin
150,58,fat
153,86,fat
137,55,fat
184,63,normal
156,103,fat
164,98,fat
181,49,thin
198,54,thin
140,69,fat
144,84,fat
122,98,fat
185,102,fat
165,99,fat
148,68,fat
154,111,fat
157,56,normal
135,87,fat
172,113,fat
174,111,fat
133,55,fat
171,115,fat
131,109,fat
137,77,fat
164,76,fat
136,96,fat
132,60,fat
152,63,fat
152,66,fat
146,52,normal
144,68,fat
143,114,fat
170,73,fat
178,38,thin
186,118,fat
151,77,fat
178,45,thin
161,64,normal
170,85,fat
180,62,normal
147,69,fat
130,36,normal
167,72,fat
194,39,thin
178,38,thin
121,113,fat
197,106,fat
198,110,fat
121,37,fat
146,77,fat
154,67,fat
134,39,normal
130,54,fat
184,101,fat
155,114,fat
176,41,thin
192,84,normal
192,78,normal
152,59,fat
193,84,normal
194,82,normal
133,72,fat
138,102,fat
146,81,fat
160,78,fat
140,100,fat
123,38,fat
184,112,fat
197,37,thin
199,88,normal
136,85,fat
189,119,fat
120,113,fat
135,80,fat
181,108,fat
160,83,fat
120,73,fat
130,73,fat
196,83,normal
161,108,fat
198,57,thin
171,54,thin
140,96,fat
147,80,fat
190,73,normal
178,53,thin
145,96,fat
180,42,thin
174,103,fat
120,114,fat
120,82,fat
174,57,normal
182,110,fat
131,93,fat
127,58,fat
190,91,fat
183,104,fat
188,44,thin
183,76,normal
158,81,fat
178,63,normal
194,88,normal
167,49,thin
172,79,fat
179,118,fat
128,100,fat
194,45,thin
133,89,fat
131,88,fat
188,93,fat
161,97,fat
130,59,fat
169,58,normal
154,66,fat
172,113,fat
163,112,fat
132,108,fat
187,103,fat
158,38,thin
173,83,fat
199,37,thin
122,80,fat
176,35,thin
127,81,fat
127,41,fat
170,45,thin
145,70,fat
135,68,fat
163,99,fat
170,44,thin
180,84,fat
134,81,fat
167,104,fat
168,66,normal
186,73,normal
120,49,fat
176,104,fat
187,88,fat
154,62,fat
141,117,fat
147,102,fat
166,57,normal
184,94,fat
196,36,thin
130,69,fat
143,116,fat
147,49,normal
188,51,thin
163,78,fat
155,104,fat
124,99,fat
165,115,fat
148,66,fat
163,48,thin
121,114,fat
193,104,fat
195,75,normal
139,72,fat
199,35,thin
199,49,thin
136,86,fat
154,94,fat
169,36,thin
127,42,fat
159,80,fat
159,114,fat
141,107,fat
163,103,fat
161,88,fat
146,116,fat
191,90,normal
194,113,fat
131,101,fat
196,65,thin
178,50,thin
144,107,fat
175,107,fat
166,87,fat
185,114,fat
141,77,fat
173,66,normal
160,36,thin
199,62,thin
174,70,normal
165,74,fat
156,38,thin
159,50,normal
166,79,fat
141,80,fat
168,89,fat
147,87,fat
128,81,fat
127,42,fat
128,119,fat
192,65,thin
134,100,fat
122,71,fat
164,63,normal
124,46,fat
156,44,thin
194,93,normal
164,95,fat
168,61,normal
152,96,fat
177,48,thin
195,114,fat
136,106,fat
121,54,fat
149,112,fat
141,64,fat
151,70,fat
162,64,normal
182,114,fat
176,85,fat
188,53,thin
143,44,normal
122,39,fat
167,52,normal
153,106,fat
185,73,normal
150,55,normal
132,61,fat
194,82,normal
182,115,fat
139,87,fat
128,97,fat
143,88,fat
191,97,fat
155,112,fat
136,115,fat
161,90,fat
152,107,fat
138,114,fat
134,114,fat
193,44,thin
195,100,fat
163,93,fat
166,46,thin
155,80,fat
142,36,thin
125,56,fat
165,38,thin
135,92,fat
175,52,thin
189,39,thin
144,65,fat
155,57,normal
194,65,thin
188,35,thin
191,92,fat
148,48,normal
187,51,thin
135,54,fat
153,40,thin
154,89,fat
139,94,fat
177,89,fat
129,39,normal
145,119,fat
191,47,thin
194,52,thin
182,66,normal
147,106,fat
137,57,fat
121,118,fat
127,109,fat
120,110,fat
169,97,fat
176,100,fat
131,64,fat
187,50,thin
183,97,fat
178,83,fat
129,49,fat
122,73,fat
187,85,normal
121,56,fat
186,41,thin
187,41,thin
176,98,fat
128,95,fat
196,99,fat
168,44,thin
144,66,fat
126,111,fat
145,76,fat
166,83,fat
152,36,thin
165,67,normal
148,58,fat
135,53,fat
141,59,fat
159,48,normal
124,115,fat
180,50,thin
141,117,fat
195,52,thin
186,66,normal
161,106,fat
178,60,normal
150,80,fat
172,62,normal
132,116,fat
183,77,normal
130,97,fat
156,90,fat
168,58,normal
170,76,fat
196,67,thin
156,61,fat
179,119,fat
182,53,thin
165,74,fat
146,36,thin
127,42,fat
157,71,fat
170,74,fat
136,66,fat
